,일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,밥,국,메인,중식계,석식계
817,2019-06-11,화,2758,55,267,624,0.0,김밥볶음밥,초계국수,떡볶이,804.0,555.0
818,2019-06-12,수,2758,60,278,0,0.0,밥,매운버섯국,갈치구이,876.0,359.0
819,2019-06-13,목,2758,65,288,507,0.0,오므라이스,가쯔오장국,훈제오리냉채,679.0,520.0
820,2019-06-14,금,2758,193,295,4,0.0,밥,동태탕,미트볼케찹조림,538.0,373.0
821,2019-06-17,월,2758,95,240,640,0.0,밥,콩나물김치국,류산슬,1099.0,534.0
822,2019-06-18,화,2758,65,264,558,0.0,베이컨볶음밥,유부장국,토마토스파게티,853.0,491.0
823,2019-06-19,수,2758,78,260,0,0.0,밥,된장찌개,닭갈비,882.0,420.0
824,2019-06-20,목,2758,90,291,444,0.0,밥,뼈감자탕,유린기,625.0,419.0
825,2019-06-21,금,2758,188,294,0,0.0,밥,쇠고기샤브국,미니야채떡갈비,505.0,381.0
826,2019-06-24,월,2758,101,213,692,0.0,밥,소고기매운무국,오징어굴소스볶음,1105.0,540.0
827,2019-06-25,화,2758,67,265,573,0.0,중국식볶음밥,짬뽕,고추잡채*꽃빵,775.0,472.0
828,2019-06-26,수,2758,69,282,0,0.0,*,자기개발의날,*,946.0,0.0
829,2019-06-27,목,2758,85,280,478,0.0,빠에야,올챙이만두국,소고기퀘사디아,808.0,501.0
830,2019-06-28,금,2758,229,288,2,0.0,밥,아욱국,돈육강정,535.0,373.0
831,2019-07-01,월,2760,115,218,512,0.0,밥,차돌된장찌개,고등어구이,1175.0,512.0
832,2019-07-02,화,2760,87,237,490,0.0,꼬마김밥*겨자장,우동,생선까스*탈탈소스,787.0,504.0
833,2019-07-03,수,2760,82,265,0,0.0,밥,근대국,돈육간장볶음,910.0,324.0
834,2019-07-04,목,2760,95,309,434,0.0,베이컨김치볶음밥,냉모밀국수,해물부추전,699.0,565.0
835,2019-07-05,금,2760,210,289,0,0.0,밥,배추된장국,레몬탕수육,546.0,371.0
836,2019-07-08,월,2760,155,277,536,0.0,밥,콩나물국,해물누룽지탕,985.0,465.0
837,2019-07-09,화,2760,75,275,466,0.0,멸치주먹밥,잔치국수,케이준샐러드,861.0,472.0
838,2019-07-10,수,2760,123,286,0,0.0,밥,육개장,가자미튀김,862.0,326.0
839,2019-07-11,목,2760,102,301,371,0.0,밥,들깨미역국,언양식불고기,730.0,475.0
840,2019-07-12,금,2760,244,306,0,0.0,밥,된장찌개,소고기장조림,856.0,385.0
841,2019-07-15,월,2760,144,232,396,0.0,밥,시래기들개탕,오징어볶음*소면,1127.0,453.0
842,2019-07-16,화,2760,100,227,426,0.0,유부초밥,콩국수,떡볶이,952.0,477.0
843,2019-07-17,수,2760,96,259,0,0.0,밥,두부김치국,돼지고기장조림,814.0,274.0
844,2019-07-18,목,2760,113,274,310,0.0,밥,브로컬리크림스프,옛날왕돈가스,734.0,455.0
845,2019-07-19,금,2760,236,291,0,0.0,밥,꽃게탕,안동찜닭,538.0,367.0
846,2019-07-22,월,2760,223,218,438,0.0,밥,얼갈이국,오리불고기,1013.0,503.0
847,2019-07-23,화,2760,206,246,449,0.0,김밥,맑은국,해물볶음우동,855.0,516.0
848,2019-07-24,수,2760,224,252,0,0.0,밥,된장찌개,대패삼겹*파채,744.0,322.0
849,2019-07-25,목,2760,276,279,347,0.0,파인애플볶음밥,유부주머니국,사천식탕수육,668.0,370.0
850,2019-07-26,금,2760,396,280,1,0.0,밥,맑은연두부탕,돈육매콤조림,462.0,336.0
851,2019-07-29,월,2760,475,183,424,0.0,밥,무채국,버섯불고기,898.0,431.0
852,2019-07-30,화,2760,434,213,382,0.0,김치볶음밥,유부장국,탄두리치킨,745.0,457.0
853,2019-07-31,수,2760,495,231,0,0.0,자기계발의날,,,619.0,0.0
854,2019-08-01,목,3305,546,219,285,0.0,참치주먹밥,열무물국수,돈육강정,648.0,463.0
855,2019-08-02,금,3305,687,237,2,0.0,밥,매운버섯국,고등어구이,440.0,274.0
856,2019-08-05,월,3305,462,183,392,0.0,밥,육개장,꽁치오븐구이,936.0,445.0
857,2019-08-06,화,3305,427,203,392,0.0,해물굴소스볶음밥,미소장국,로제파스타,798.0,513.0
858,2019-08-07,수,3305,421,233,1,0.0,밥,콩가루배추국,돈육장조림,841.0,304.0
859,2019-08-08,목,3305,430,254,364,0.0,야채볶음밥,김치말이국수,닭오븐구이,781.0,482.0
860,2019-08-09,금,3305,496,261,3,0.0,밥,얼갈이국,등뼈김치찜,641.0,401.0
861,2019-08-12,월,3305,394,208,424,0.0,밥,북어해장국,양념치킨,1073.0,527.0
862,2019-08-13,화,3305,345,254,411,0.0,제육김치덮밥,유부장국,까르보나라떡볶이,813.0,519.0
863,2019-08-14,수,3305,430,246,2,0.0,밥,사과오이냉국,오징어볶음*소면,713.0,421.0
864,2019-08-16,금,3305,1026,208,7,0.0,밥,해물짬뽕국,돈육굴소스볶음,466.0,313.0
865,2019-08-19,월,3305,264,212,569,0.0,밥,콩나물김치국,안동찜닭,1249.0,530.0
866,2019-08-20,화,3305,205,255,534,0.0,유부초밥,냉모밀국수,해물까스*칠리소스,955.0,534.0
867,2019-08-21,수,3305,214,265,0,0.0,밥,북어해장국,소고기낙지볶음,923.0,423.0
868,2019-08-22,목,3305,178,275,468,0.0,목살필라프,꼬지어묵국,탕수육,880.0,514.0
869,2019-08-23,금,3305,268,295,2,0.0,밥,건새우아욱된장국,동파삼겹수육,599.0,393.0
870,2019-08-26,월,3305,162,230,596,0.0,밥,매운버섯국,돈육간장볶음,1221.0,547.0
871,2019-08-27,화,3305,118,266,550,0.0,베이컨김치볶음밥,새우튀김우동,찹쌀순대볶음,921.0,516.0
872,2019-08-28,수,3305,123,274,0,0.0,*,,,899.0,0.0
873,2019-08-29,목,3305,132,289,435,0.0,오므라이스,가쯔오장국,소고기퀘사디아,845.0,550.0
874,2019-08-30,금,3305,253,305,1,0.0,밥,들깨버섯국,마늘치킨,575.0,385.0
875,2019-09-02,월,3111,137,213,564,0.0,밥,콩나물국,파닭,1363.0,609.0
876,2019-09-03,화,3111,103,254,460,0.0,빠에야,쌀국수,치킨샐러드,944.0,573.0
877,2019-09-04,수,3111,102,270,0,0.0,밥,참치김치찌개,돈육강정,769.0,412.0
878,2019-09-05,목,3111,118,292,391,0.0,김밥,김치어묵국,야채튀김,778.0,557.0
879,2019-09-06,금,3111,214,301,0,0.0,밥,고추장찌개,소고기숙주볶음,687.0,349.0
880,2019-09-09,월,3111,148,217,523,0.0,밥,황태해장국,닭갈비,1228.0,612.0
881,2019-09-10,화,3111,142,238,401,0.0,김치필라프,크림스프,토마토스파게티,812.0,541.0
882,2019-09-11,수,3111,426,135,0,0.0,밥,해물된장찌개,고추잡채*꽃빵,916.0,123.0
883,2019-09-16,월,3111,259,180,631,0.0,밥,참치김치찌개,치즈함박스테이크,1283.0,687.0
884,2019-09-17,화,3111,75,241,606,0.0,참치덮밥,미소장국,또띠아피자,1010.0,640.0
885,2019-09-18,수,3111,71,250,0,0.0,밥,수제비국,쇠고기숙주볶음,1006.0,418.0
886,2019-09-19,목,3111,80,290,441,0.0,밥,설렁탕,김치전,701.0,480.0
887,2019-09-20,금,3111,182,302,2,0.0,밥,얼큰소고기무국,안동찜닭,662.0,415.0
888,2019-09-23,월,3111,114,214,569,0.0,밥,육개장,고등어구이,1239.0,595.0
889,2019-09-24,화,3111,71,265,631,0.0,밥,무채국,닭볶음탕,899.0,570.0
890,2019-09-25,수,3111,60,285,1,0.0,*,,,803.0,0.0
891,2019-09-26,목,3111,75,312,542,0.0,볶음밥/짜장소스,계란국,깐풍기,620.0,474.0
892,2019-09-27,금,3111,177,309,2,0.0,밥,아욱국,돈육간장볶음,722.0,368.0
893,2019-09-30,월,3111,283,231,366,0.0,밥,버섯들깨탕,오징어볶음,1030.0,516.0
894,2019-10-02,수,3121,244,217,310,0.0,밥,열무된장국,쇠고기장조림,1241.0,743.0
895,2019-10-04,금,3121,268,231,428,0.0,밥,순두부찌개,함박스테이크,1215.0,755.0
896,2019-10-07,월,3121,193,215,447,0.0,밥,닭개장,갈치구이,1133.0,492.0
897,2019-10-08,화,3121,214,262,247,0.0,김치볶음밥,새우튀김우동,고구마치즈구이,883.0,521.0
898,2019-10-10,목,3121,284,269,398,0.0,참치주먹밥,잔치국수,쇠고기퀘사디아,862.0,546.0
899,2019-10-11,금,3121,389,285,3,0.0,밥,쇠고기샤브국,탕수어,566.0,312.0
900,2019-10-14,월,3121,152,237,529,0.0,밥,참치김치찌개,주꾸미볶음,1140.0,601.0
901,2019-10-15,화,3121,112,260,534,0.0,야채볶음밥,유부주머니국,통새우또띠아,867.0,550.0
902,2019-10-16,수,3121,116,278,1,0.0,밥,된장찌개,꽁치구이,765.0,334.0
903,2019-10-17,목,3121,144,301,364,0.0,밥,떡만두국,닭매운찜,708.0,479.0
904,2019-10-18,금,3121,332,300,2,0.0,밥,부대찌개,후르츠탕수육,581.0,345.0
905,2019-10-21,월,3121,168,227,709,0.0,밥,어묵국,언양식불고기,1107.0,561.0
906,2019-10-22,화,3121,99,378,381,0.0,김밥,잔치국수,떡볶이,1090.0,446.0
907,2019-10-23,수,3121,89,286,2,0.0,밥,열무된장국,소고기버섯볶음,785.0,419.0
908,2019-10-24,목,3121,129,313,410,0.0,해물굴소스볶음밥,맑은국,돈육간장강정,705.0,409.0
909,2019-10-25,금,3121,316,323,1,0.0,밥,차돌박이찌개,류산슬,546.0,304.0
910,2019-10-28,월,3121,219,267,464,0.0,밥,짬뽕국,가자미카레튀김,915.0,436.0
911,2019-10-29,화,3121,112,293,477,0.0,오므라이스,미니우동,닭오븐구이,808.0,517.0
912,2019-10-30,수,3121,122,294,1,0.0,*,,,771.0,0.0
913,2019-10-31,목,3121,130,312,430,0.0,참치회덮밥,미소장국,또띠아피자,671.0,475.0
914,2019-11-01,금,3104,248,327,1,0.0,밥,떡국,돈육장조림,586.0,317.0
915,2019-11-04,월,3104,155,239,538,0.0,밥,열무된장국,함박스테이크,1058.0,552.0
916,2019-11-05,화,3104,86,289,541,0.0,멸치주먹밥,해물수제비,야채튀김,773.0,475.0
917,2019-11-06,수,3104,119,295,0,0.0,밥,닭개장,황태양념구이,773.0,321.0
918,2019-11-07,목,3104,133,302,424,0.0,목살필라프,계란국,로제파스타,700.0,460.0
919,2019-11-08,금,3104,271,309,1,0.0,밥,들깨시래기국,대패삼겹*파채,535.0,321.0
920,2019-11-11,월,3104,150,236,568,0.0,밥,얼갈이국,훈제오리불고기,1079.0,489.0
921,2019-11-12,화,3104,106,272,481,0.0,유부초밥,쌀국수,쇠고기퀘사디아,769.0,456.0
922,2019-11-13,수,3104,136,290,0,0.0,밥,해물순두부찌개,등갈비바베큐조림,733.0,328.0
923,2019-11-14,목,3104,188,286,453,0.0,밥,설렁탕,부추전,677.0,466.0
924,2019-11-15,금,3104,365,303,1,0.0,밥,부대찌개,소불고기,543.0,342.0
925,2019-11-18,월,3104,183,230,672,0.0,밥,열무된장국,짬뽕불고기,1032.0,527.0
926,2019-11-19,화,3104,139,285,562,0.0,통새우김밥,우동,찹쌀순대볶음,762.0,529.0
927,2019-11-20,수,3104,174,288,0,0.0,밥,얼갈이된장국,삼겹살구이,759.0,386.0
928,2019-11-21,목,3104,188,304,480,0.0,밥,뼈감자탕,유린기,613.0,442.0
929,2019-11-22,금,3104,329,310,1,0.0,밥,쇠고기샤브국,미트볼조림,551.0,313.0
930,2019-11-25,월,3104,170,235,733,0.0,밥,미역국,삼겹보쌈,1097.0,609.0
931,2019-11-26,화,3104,129,270,634,0.0,닭갈비볶음밥,가쯔오장국,크림카레우동,816.0,511.0
932,2019-11-27,수,3104,134,288,1,0.0,*,,,732.0,0.0
933,2019-11-28,목,3104,167,297,558,0.0,참치주먹밥,잔치국수,오징어튀김,644.0,460.0
934,2019-11-29,금,3104,282,326,1,0.0,밥,소고기무국,굴비구이,572.0,256.0
935,2019-12-02,월,3111,169,201,748,0.0,밥,옹심이만두국,오징어볶음,1140.0,580.0
936,2019-12-03,화,3111,115,247,789,0.0,짜장면/작은밥,계란국,미니햄버거,873.0,566.0
937,2019-12-04,수,3111,118,257,1,0.0,밥,매운버섯국,돈육강정,879.0,329.0
938,2019-12-05,목,3111,145,280,549,0.0,꼬마김밥*겨자장,우동,케이준샐러드,779.0,483.0
939,2019-12-06,금,3111,312,299,5,0.0,밥,연두부탕,함박스테이크,631.0,315.0
940,2019-12-09,월,3111,190,192,819,0.0,밥,감자국,닭데리야끼조림,1120.0,521.0
941,2019-12-10,화,3111,155,248,800,0.0,참치마요덮밥,꼬지어묵탕,해물떡볶이,742.0,519.0
942,2019-12-11,수,3111,168,265,0,0.0,밥,북어계란국,버섯불고기,858.0,327.0
943,2019-12-12,목,3111,190,257,586,0.0,새우볶음밥,맑은국,깐풍육,731.0,411.0
944,2019-12-13,금,3111,266,310,2,0.0,밥,고추장찌개,미니떡갈비조림,639.0,380.0
945,2019-12-16,월,3111,206,211,709,0.0,밥,황태국,양념치킨,1103.0,464.0
946,2019-12-17,화,3111,155,267,613,0.0,야채주먹밥,잔치국수,복주머니딤섬*장,739.0,472.0
947,2019-12-18,수,3111,169,283,3,0.0,밥,김치국,돈육간장볶음,683.0,278.0
948,2019-12-19,목,3111,165,270,591,0.0,밥,설렁탕,해물전,862.0,321.0
949,2019-12-20,금,3111,337,261,4,0.0,밥,부대찌개,오징어볶음*소면,481.0,353.0
950,2019-12-23,월,3111,343,228,131,0.0,밥,닭개장,주꾸미볶음,741.0,124.0
951,2019-12-24,화,3111,478,216,52,0.0,굴소스볶음밥,토마토스파게티,크림스프,462.0,221.0
952,2019-12-26,목,3111,538,249,151,0.0,빠에야,쌀국수,새우또띠아,594.0,203.0
953,2019-12-27,금,3111,706,236,1,0.0,밥,매운버섯국,굴비구이,387.0,226.0
954,2019-12-30,월,3111,563,192,98,0.0,밥,소고기무국,고등어구이,652.0,132.0
955,2019-12-31,화,3111,709,149,22,0.0,*,,,349.0,0.0
956,2020-01-02,목,2821,255,133,338,0.0,카레라이스,오복지무침,포기김치,985.0,362.0
957,2020-01-03,금,2821,321,186,3,0.0,밥,수제비국,돈육장조림,635.0,344.0
958,2020-01-06,월,2821,119,203,424,5.0,밥,열무된장국,해물누룽지탕,1133.0,389.0
959,2020-01-07,화,2821,95,204,448,7.0,참치주먹밥,우동,새우까스*칠리소스,904.0,490.0
960,2020-01-08,수,2821,117,222,7,5.0,밥,소고기무국,주꾸미볶음,740.0,321.0
961,2020-01-09,목,2821,124,241,426,7.0,작은밥,옛날돈가스,양송이스프,773.0,474.0
962,2020-01-10,금,2821,264,262,0,3.0,밥,청국장찌개,소고기장조림,573.0,320.0
963,2020-01-13,월,2821,141,218,526,0.0,밥,돈육김치찌개,소고기숙주볶음,945.0,454.0
964,2020-01-14,화,2821,96,236,388,0.0,유부초밥,쌀국수,떡볶이,820.0,272.0
965,2020-01-15,수,2821,97,235,4,0.0,밥,시금치국,돈육고추장볶음,633.0,350.0
966,2020-01-16,목,2821,92,244,390,0.0,쇠고기볶음밥,팽이장국,탕수육,761.0,457.0
967,2020-01-17,금,2821,242,269,0,0.0,밥,짬뽕국,미니떡갈비조림,696.0,344.0
968,2020-01-20,월,2821,132,199,488,0.0,밥,만두국,간장불고기,1075.0,439.0
969,2020-01-21,화,2821,96,237,491,0.0,스팸주먹밥,해물칼국수,감자만두,868.0,478.0
970,2020-01-22,수,2821,130,232,5,0.0,밥,된장찌개,주꾸미삼겹살볶음,782.0,354.0
971,2020-01-23,목,2821,481,141,38,0.0,밥,뼈감자탕,해물파전,685.0,117.0
972,2020-01-28,화,2821,284,143,670,0.0,오므라이스,미소장국,깐풍육,1042.0,639.0
973,2020-01-29,수,2821,101,214,4,0.0,자기개발의날,,,1197.0,0.0
974,2020-01-30,목,2821,76,261,482,0.0,참치회덮밥,우동,수제고로케,736.0,497.0
975,2020-01-31,금,2821,183,265,0,0.0,밥,매운콩나물국,돈육장조림,623.0,368.0
976,2020-02-03,월,2872,101,208,537,1.0,밥,시래기국,유린기,1081.0,495.0
977,2020-02-04,화,2872,72,222,471,0.0,멸치주먹밥,잔치국수,해물까스,849.0,304.0
978,2020-02-05,수,2872,62,215,4,0.0,밥,닭곰탕,오징어볶음,660.0,276.0
979,2020-02-06,목,2872,90,233,426,0.0,카레덮밥,맑은국,쫄면야채무침,637.0,369.0
980,2020-02-07,금,2872,140,247,2,0.0,밥,콩나물국,제육볶음,539.0,326.0
981,2020-02-10,월,2872,65,136,617,0.0,밥,들깨버섯탕,고추잡채&꽃빵,1233.0,633.0
982,2020-02-11,화,2872,52,198,748,0.0,짜장잡채덮밥,계란파국,참치야채전,1075.0,668.0
983,2020-02-12,수,2872,65,210,5,0.0,밥,육개장,류산슬,1173.0,411.0
984,2020-02-13,목,2872,71,249,620,0.0,밥,설렁탕,부추전,834.0,575.0
985,2020-02-14,금,2872,160,273,0,0.0,밥,김치찌개,수제돈가스&소스,776.0,436.0
986,2020-02-17,월,2872,74,196,722,0.0,밥,대구탕,안동찜닭,1370.0,649.0
987,2020-02-18,화,2872,47,239,666,0.0,통새우김밥,우동,계란떡볶이,939.0,630.0
988,2020-02-19,수,2872,62,224,1,0.0,밥,순두부찌개,해물누룽지탕,930.0,434.0
989,2020-02-20,목,2872,78,254,549,0.0,파인애플볶음밥,맑은국,새우까스*와사비소스,826.0,542.0
990,2020-02-21,금,2872,181,277,0,0.0,밥,닭개장,고등어구이,627.0,380.0
991,2020-02-24,월,2872,144,156,846,0.0,밥,소고기무국,가자미카레튀김,1282.0,767.0
992,2020-02-25,화,2872,117,158,806,0.0,야채볶음밥,김치말이국수,소고기퀘사디아,1238.0,776.0
993,2020-02-26,수,2872,109,190,4,0.0,자기개발의날,,,1105.0,0.0
994,2020-02-27,목,2872,121,217,667,5.0,짜장면/작은밥,계란국,사천식탕수육,1000.0,673.0
995,2020-02-28,금,2872,210,234,0,7.0,밥,콩나물국,돼지갈비찜,750.0,414.0
996,2020-03-02,월,2950,108,133,786,14.0,밥,쑥된장국,삼겹살구이,1362.0,771.0
997,2020-03-03,화,2950,76,185,753,12.0,김치볶음밥,유부장국,로제스파게티,1074.0,598.0
998,2020-03-04,수,2950,74,205,1,19.0,밥,해물된장찌개,미니채소떡갈비,999.0,462.0
999,2020-03-05,목,2950,84,232,612,15.0,유부초밥,칼국수,순대야채볶음,989.0,630.0
1000,2020-03-06,금,2950,166,251,0,12.0,밥,나가사키짬뽕국,모듬버섯탕수육,642.0,379.0
1001,2020-03-09,월,2950,91,129,784,16.0,밥,콩가루배추국,동파육,1276.0,640.0
1002,2020-03-10,화,2950,67,168,678,20.0,유산슬덮밥,계란파국,멘보샤*칠리S,1019.0,575.0
1003,2020-03-11,수,2950,74,197,0,23.0,밥,부대찌개,등갈비오븐구이,967.0,487.0
1004,2020-03-12,목,2950,78,243,555,17.0,버섯영양밥*우렁양념장,물만두국,메추리알치즈떡볶이,804.0,614.0
1005,2020-03-13,금,2950,165,259,0,20.0,밥,청국장찌개,닭불고기,593.0,343.0
1006,2020-03-16,월,2950,69,138,789,21.0,밥,열무된장국,묵은지닭찜,1284.0,630.0
1007,2020-03-17,화,2950,61,171,679,20.0,밥,해물손수제비,미트볼피망볶음,914.0,520.0
1008,2020-03-18,수,2950,47,210,0,25.0,밥,돈육김치찌개,코다리강정,831.0,383.0
1009,2020-03-19,목,2950,70,235,560,19.0,밥,옛날돈까스,팽이장국,829.0,541.0
1010,2020-03-20,금,2950,176,263,3,135.0,밥,건새우아욱국,치즈함박스테이크,627.0,358.0
1011,2020-03-23,월,2950,109,178,687,285.0,밥,닭개장,삼치튀김*데리야끼,1110.0,651.0
1012,2020-03-24,화,2950,131,137,639,303.0,오므라이스,가쯔오장국,돈육고구마강정,1083.0,754.0
1013,2020-03-25,수,2950,122,146,1,303.0,밥,장각닭죽,생야채*쌈짱,1022.0,526.0
1014,2020-03-26,목,2950,133,133,584,288.0,멸치주먹밥,우동,해물까스*와사비소스,955.0,645.0
1015,2020-03-27,금,2950,254,156,0,260.0,밥,시금치국,언양식불고기,839.0,377.0
1016,2020-03-30,월,2950,230,53,627,488.0,밥,무채국,더덕고추장불고기,1000.0,625.0
1017,2020-03-31,화,2950,193,43,528,533.0,충무김밥,메밀국수,오징어어묵무침,859.0,601.0
1018,2020-04-01,수,2962,228,56,0,420.0,밥,쇠고기샤브국,통마늘너비아니조림,939.0,561.0
1019,2020-04-02,목,2962,236,89,490,395.0,마늘베이컨볶음밥,크림스프,비프스파게티,1009.0,645.0
1020,2020-04-03,금,2962,350,149,1,340.0,밥,참치김치찌개,소고기메추리알장조림,802.0,318.0
1021,2020-04-06,월,2962,206,152,713,477.0,밥,배추된장국,칠리미트볼조림,1161.0,655.0
1022,2020-04-07,화,2962,164,156,698,490.0,참치마요덮밥,어묵국,고구마떡볶이,969.0,634.0
1023,2020-04-08,수,2962,159,172,1,479.0,밥,부대찌개&쫄면사리,꽁치한마리구이,1032.0,445.0
1024,2020-04-09,목,2962,154,186,544,488.0,스팸볶음밥,가쓰오장국,삼겹살야채비빔면,880.0,458.0
1025,2020-04-10,금,2962,316,209,0,417.0,밥,된장찌개,매운돼지갈비찜,780.0,302.0
1026,2020-04-13,월,2962,165,146,619,447.0,밥,순두부찌개,돈육두릅장조림,1145.0,564.0
1027,2020-04-14,화,2962,200,176,274,485.0,작은밥,백종원의,고추짜장,879.0,453.0
1028,2020-04-16,목,2962,265,182,498,447.0,불고기필라프,미소장국,닭봉오븐구이,947.0,500.0
1029,2020-04-17,금,2962,325,221,3,389.0,밥,뼈없는감자탕,달래새우전,759.0,305.0
1030,2020-04-20,월,2962,145,143,624,471.0,밥,돈육김치찌개,고등어카레구이,1089.0,594.0
1031,2020-04-21,화,2962,126,171,700,450.0,밥,두부미소된장국,오리훈제마늘볶음,911.0,542.0
1032,2020-04-22,수,2962,132,204,2,443.0,밥,굴미역국,오삼불고기,945.0,439.0
1033,2020-04-23,목,2962,107,251,518,437.0,밥,조갯살아욱국,함박스테이크,880.0,461.0
1034,2020-04-24,금,2962,232,267,1,387.0,밥,나가사끼짬뽕국*라면,순대야채볶음,639.0,309.0
1035,2020-04-27,월,2962,125,192,706,418.0,밥,감자만두국,꽃삼겹김치찜,1223.0,570.0
1036,2020-04-28,화,2962,118,223,493,410.0,밥,황태미역국,매운돈갈비찜,824.0,482.0
1037,2020-04-29,수,2962,221,250,0,396.0,밥,홍합무우국,로제찜닭*마늘빵,680.0,192.0
1038,2020-05-04,월,2962,1113,117,91,189.0,밥,다슬기아욱국,갈릭파닭,504.0,123.0
1039,2020-05-06,수,2962,104,177,2,291.0,땡초주먹밥,근대두부된장국,치킨텐더,1254.0,495.0
1040,2020-05-07,목,2962,76,236,577,285.0,밥,우삼겹부대찌개,조기구이,959.0,462.0
1041,2020-05-08,금,2962,153,265,0,246.0,김치볶음밥,유부된장국,새우로제파스타,620.0,371.0
1042,2020-05-11,월,2962,94,195,659,245.0,부채살오므라이스,가쓰오장국,닭윙강정튀김,1249.0,599.0
1043,2020-05-12,화,2962,67,230,690,250.0,밥,전주식콩나물국,*도시락김,968.0,486.0
1044,2020-05-13,수,2962,68,242,0,236.0,밥,얼큰동태탕,물만두탕수*소스,844.0,403.0
1045,2020-05-14,목,2962,71,281,488,212.0,밥,삼선짬뽕국*칼국수,춘장돈육볶음,793.0,424.0
1046,2020-05-15,금,2962,161,296,0,201.0,밥,계란파국,매운등뼈조림,614.0,265.0
1047,2020-05-18,월,2962,96,223,701,246.0,밥,아욱국,깐풍기,1141.0,573.0
1048,2020-05-19,화,2962,78,235,617,237.0,계란김밥,모듬어묵탕,고구마맛탕,935.0,440.0
1049,2020-05-20,수,2962,71,243,0,258.0,밥,매운버섯국,고등어구이,791.0,336.0
1050,2020-05-21,목,2962,63,269,474,218.0,야채볶음밥,김치우동,또띠아피자,653.0,445.0
1051,2020-05-22,금,2962,226,277,0,206.0,밥,된장찌개,고구마까스*소스,512.0,291.0
1052,2020-05-25,월,2962,98,206,732,229.0,밥,소고기된장찌개,해물누룽지탕,1062.0,488.0
1053,2020-05-26,화,2962,70,220,649,200.0,김밥볶음밥,미소장국,로제파스타,781.0,502.0
1054,2020-05-27,수,2962,65,234,2,235.0,밥,도토리묵냉국,돼지갈비찜,704.0,339.0
1055,2020-05-28,목,2962,66,270,431,212.0,밥,돼지국밥,고추튀김,662.0,361.0
1056,2020-05-29,금,2962,236,284,1,202.0,밥,해물순두부국,닭가슴살겨자무침,450.0,235.0
1057,2020-06-01,월,2956,109,185,612,215.0,밥,청국장찌개,소고기불고기,1114.0,463.0
1058,2020-06-02,화,2956,64,231,605,213.0,유부초밥,새우튀김우동,과일샐러드,761.0,434.0
1059,2020-06-03,수,2956,63,251,0,191.0,밥,닭곰탕,류산슬,693.0,374.0
1060,2020-06-04,목,2956,71,284,403,208.0,밥,감자국,미트볼조림,657.0,353.0
1061,2020-06-05,금,2956,233,291,0,176.0,밥,오징어국,매운닭찜,505.0,251.0
1062,2020-06-08,월,2956,121,236,566,201.0,밥,김치두부국,갈치튀김,1130.0,477.0
1063,2020-06-09,화,2956,68,253,519,177.0,삼겹살마늘볶음밥,콩나물국,미니돈까스,823.0,449.0
1064,2020-06-10,수,2956,75,248,4,201.0,밥,근대국,돈육간장볶음,719.0,320.0
1065,2020-06-11,목,2956,82,280,399,172.0,야채볶음밥,초계국수,코코넛새우튀김,682.0,439.0
1066,2020-06-12,금,2956,204,303,2,175.0,밥,부대찌개,떡갈비조림,516.0,266.0
1067,2020-07-01,수,2997,71,252,9,153.0,밥,돈육김치찌개,깐풍기,866.0,343.0
1068,2020-07-02,목,2997,82,268,446,152.0,김밥,미니우동,구슬떡볶이,675.0,441.0
1069,2020-07-03,금,2997,261,288,1,157.0,밥,김치어묵국,케이준샐러드,607.0,269.0
1070,2020-07-06,월,2997,126,220,626,172.0,밥,스팸김치찌개,동태포전,1132.0,454.0
1071,2020-07-07,화,2997,77,242,575,152.0,오므라이스,유부장국,깐쇼새우,917.0,472.0
1072,2020-07-08,수,2997,77,251,7,158.0,밥,대구지리,바베큐함박찹스테이크,847.0,369.0
1073,2020-07-09,목,2997,99,290,449,159.0,후리가케덮밥,잔치국수,채소튀김*장,717.0,401.0
1074,2020-07-10,금,2997,233,290,0,135.0,밥,된장찌개,아귀콩나물찜,611.0,246.0
1075,2020-07-13,월,2997,118,225,632,148.0,밥,뼈감자탕,쌈추전*간장,1260.0,489.0
1076,2020-07-14,화,2997,80,224,561,143.0,밥,김치콩나물국,닭카레볶음,814.0,342.0
1077,2020-07-15,수,2997,80,248,4,183.0,밥,유부주머니된장국,돈육간장볶음,842.0,343.0
1078,2020-07-16,목,2997,102,274,411,166.0,밥,매운계란파국,오리훈제마늘볶음,971.0,379.0
1079,2020-07-17,금,2997,249,291,2,148.0,밥,들깨시래기국,묵은지닭찜,656.0,237.0
1080,2020-07-20,월,2997,157,220,518,140.0,채소볶음밥&자장소스,고기짬뽕국,해물누룽지,1190.0,481.0
1081,2020-07-21,화,2997,138,222,519,129.0,밥,부대찌개,생선까스*타르타르소스,861.0,467.0
1082,2020-07-22,수,2997,165,250,9,149.0,유부초밥,우동국물,열무비빔국수,823.0,414.0
1083,2020-07-23,목,2997,156,274,377,134.0,밥,나박물김치,매운사태찜,758.0,380.0
1084,2020-07-24,금,2997,344,281,0,115.0,밥,만둣국,갈치무조림,450.0,237.0
1085,2020-07-27,월,2997,271,182,728,120.0,밥,청국장찌개,섭산적고추장구이,1118.0,552.0
1086,2020-07-28,화,2997,252,213,565,150.0,우육비빔냉면,추가밥,사골파국,873.0,396.0
